handle,amazon_title,asin,review_count,verdict,reason
2015-ford-f-150-6-5ft-bed-tonneau-cover-hard-tri-fold,"Low Profile Hard Tri Fold Aluminum Truck Bed Tonneau Cover Compatible with 15-26 Ford F150 5.5 Ft (67.1"") Short Bed",B087LLVHLM,3,DROP,BED LENGTH MISMATCH: Handle slug says 6.5ft bed; ASIN covers 5.5ft (67.1-inch) short bed only. A 6.5ft bed F-150 (78-inch) buyer receiving a 5.5ft cover is a guaranteed return — cover is 11 inches short of rail-to-rail and physically will not clamp. This is the single highest-confidence tonneau return driver in the catalog. Fuzzy score 0.48. The year range (2015-2026 in ASIN vs 2015-only in handle) is a secondary issue. Drop and source B087LLVHLM correctly to the 5.5ft handle or source the 6.5ft F-150 ASIN (B087LLWXXX series) for this handle.
2010-2014-vw-golf-mk6-jetta-front-lower-bumper-grille-black,"Glossy Black Honeycomb Mesh Front Lower Bumper Grill Grille Guard ABS Compatible With 10-13 VW Golf / 10-14 Jetta Sport Wagen MK6",B01FTGDDUI,2,KEEP,Part type matches (lower bumper grille / glossy black / honeycomb). Vehicle and year range match exactly. Reviews confirm VW fitment with OEM-quality praise. Carry-over from cycle 14BD audit — verdict unchanged.
2006-2016-chevy-impala-front-lower-bumper-grille-matte-black,"Glossy Black Mesh Front Lower Bumper Grill Grille Guard ABS Compatible With 06-13 Chevy Impala / 14-16 Limited",B01FTGE16I,3,NEEDS_REMAP,FINISH MISMATCH + CROSS-ASIN PHOTO BLEED: Handle slug says matte-black; ASIN B01FTGE16I is glossy black (confirmed by title). Cross-ASIN photo bleed: review R3SVTGQP6SKY4W image prefixed B08VDRSGPZ (the chrome variant ASIN). Additionally the fuzzy CSV mapped B08VDRSGPZ (chrome) and B085LWNF4J (Tacoma grille — wrong vehicle entirely) to this same handle. Reviews R340UVO54GORM9 and R3K9ETFS5NF7EU have B01FTGE16I-prefixed images consistent with the glossy black product. Finish slug must be corrected to glossy-black and the B08VDRSGPZ chrome ASIN must be routed to a chrome Impala handle. Contaminated review R3SVTGQP6SKY4W must be stripped. Carry-over from cycle 14BD audit — verdict unchanged.
1998-2003-lincoln-navigator-blackwood-chrome-vertical-front-grille,"Chrome Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 98-02 Lincoln Navigator / 2002 Blackwood",B01G6AHKA0,2,KEEP,Part type matches (chrome vertical front grille). ASIN covers to 2002; handle extends to 2003. 1-year handle overshoot on Navigator; no mid-cycle change in that window for Navigator. Review confirms 2000 Navigator install. Carry-over from cycle 14BD audit — verdict unchanged.
2006-2011-cadillac-dts-chrome-vertical-front-grille-custom,"Chrome Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 06-11 Cadillac DTS",B077JLPPJX,2,KEEP,Part type matches (chrome vertical front grille). Vehicle and year range match exactly. Reviews confirm DTS install. Carry-over from cycle 14BD audit — verdict unchanged.
1999-2006-chevy-silverado-tahoe-suburban-front-grille-black,"Glossy Black Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 99-02 Chevy Silverado 1500 2500/00-06 Tahoe Suburban",B077MG32CJ,2,NEEDS_REMAP,SILVERADO YEAR OVERSHOOT: ASIN covers Silverado 99-02 only; handle slug extends to 2006 for all three vehicles. The 03-06 GMT800 Silverado has a different grille opening — a 2004 Silverado buyer receives a non-fitting vertical grille. Tahoe/Suburban correctly extend to 2006. Correct handle to reflect 99-02 Silverado / 00-06 Tahoe Suburban or source a separate ASIN for 03-06 Silverado. Review OM notes clips too short — possible symptom of cross-year fitment.
09-18-ram-1500-5-8ft-flush-roll-up-vinyl-tonneau-cover-133353,"Stehlen 714937188860 Compatible with 2009-2018 Dodge Ram 1500/2019-2024 Classic 5.7 Feet (68.4"") Short Bed Lock and Roll Up Tonneau Cover - Black",B07D6XZ6KF,2,KEEP,Part type matches (roll-up vinyl tonneau / short bed / 5.7ft). Handle says 5-8ft which is slightly loose notation for the 5.7ft (68.4-inch) bed. ASIN covers DS-gen 2009-2018 and DT Classic 2019-2024; handle says 09-18 — truncates the Classic extension. Handle needs year range update to 09-24 to match ASIN scope but this is a data completeness issue not a wrong-product mismatch. Stehlen part number in ASIN confirms SKU. Reviews confirm 2015 Ram 1500 short bed install. Was NEEDS_REMAP in cycle 14BD for LED claim — no LED claim appears in this handle so that issue is resolved in pass 6. Fuzzy score 0.46.
1999-2004-ford-super-duty-excursion-front-grille-black,"Glossy Black Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 99-04 Ford F250 F350 F450 F550 Superduty / 00-04 Excursion",B07HBCWZL2,2,KEEP,Part type matches (vertical front grille). Vehicle and year range match exactly. Reviews confirm Super Duty install. Carry-over from cycle 14BD audit — verdict unchanged.
09-22-ram-1500-advanced-series-bull-guard-w-led-light-bar-matte-black,"Stehlen 733469493044 Compatible with 2009-2018 Dodge Ram 1500/2019-2024 Classic Advance Series Aluminum LED Bull Bar - Matte Black",B07L7ZLCBV,2,KEEP,Part type matches (aluminum LED bull bar / matte black). ASIN covers DS-gen 2009-2018 and DT Classic 2019-2024. Handle says 09-22 — DT Classic ran through 2021 MY so 2022 is a 1-year overshoot but not a different generation. Stehlen part number confirms SKU. Reviews confirm Ram 1500 install including 2019 Classic. Fuzzy score 0.45. Carry-over from cycle 14BD audit — verdict unchanged.
1999-2005-volkswagen-jetta-mk4-horizontal-front-grille-black,"Glossy Black Horizontal Front Hood Bumper Grill Grille Guard ABS Compatible With 99-05 VW Jetta/Bora MK4",B07LC19X7P,2,KEEP,Part type matches (horizontal front grille). Vehicle and year range match. Reviews confirm VW purchase satisfaction. Carry-over from cycle 14BD audit — verdict unchanged.
2015-2022-chevy-colorado-gmc-canyon-bull-guard-w-skid-plate,"Stehlen 733469493686 Compatible with 2015-2022 Chevy Colorado/GMC Canyon Advance Series Bull Bar - Matte Black",B07P1WS2Y5,2,KEEP,Part type matches (advance series bull bar). Vehicle and year range match exactly. Stehlen part number confirms SKU. Reviews confirm 2016 Colorado install with honest install-time note. Fuzzy score 0.48. The fuzzy CSV also mapped B07NYWLPJV (another Stehlen Colorado/Canyon bull bar ASIN) to this same handle — both ASINs match this vehicle/part; the JSON correctly uses B07P1WS2Y5 for this handle.
2002-2005-dodge-ram-rivet-style-mesh-front-grille-black-abs,"Glossy Black RVT Rivet Bolt Steel Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 02-05 Dodge Ram 1500/03-05 2500 3500",B07P9418P3,2,KEEP,Part type matches (rivet bolt steel mesh front grille). Vehicle and year range match. Handle says matte-black but ASIN title says Glossy Black — minor finish slug discrepancy but the review confirms rivet-style mesh on Ram truck. Flag for slug correction (glossy not matte) but not a fitment mismatch. Reviews confirm Ram installs.
universal-2-receiver-hitch-step-matte-black-hs207-31bk,"Stehlen 733469495321 Universal Matte Black Hoop Style Trailer Tow Mount Rear Hitch Drop Step Bar Bumper Guard for 2"" X 2"" Towing Receiver Tube",B07TSB2KCW,2,KEEP,Part type matches (universal 2-inch receiver hitch step / matte black). Stehlen part number in ASIN confirms SKU lineage. Reviews confirm sturdy install on multiple vehicles. Carry-over from cycle 14BD audit — verdict unchanged.
09-18-dodge-ram-1500-2500-3500-quad-cab-modular-side-step-bars,"Matte Black Hoop Drop Step Side Nerf Bars Rail Running Boards v2 Compatible with 09-18 Dodge Ram 1500/19-24 Classic Quad (Extended) Cab",B07V7KGXTY,2,KEEP,Part type matches (hoop drop step nerf bars / matte black). Vehicle matches (Ram Quad/Extended Cab). ASIN covers DS-gen 09-18 and DT Classic 19-24 Classic; handle says 09-18 — truncates Classic extension but not a wrong-product issue. Review confirms 2019 Ram 1500 Classic Quad Cab install with minor bracket modification note (expected for Classic body). Fuzzy score 0.56.
04-14-ford-f-150-5-5-roll-up-tonneau-cover-w-led-bed-lights,"Low Profile Hard Tri Fold Aluminum Truck Bed Tonneau Cover Compatible with 04-14 Ford F150 / 06-08 Lincoln Mark LT 5.5 Ft (66"") Short Bed",B087L29BNF,2,DROP,WRONG TONNEAU SUB-TYPE + LED CLAIM NOT IN ASIN: Handle says roll-up; ASIN is explicitly Hard Tri Fold Aluminum. Roll-up and hard tri-fold are materially different products (different price point, security level, aesthetics, and install method). Shipping a hard tri-fold to a roll-up buyer is a guaranteed return. Handle also claims led-bed-lights — not present in ASIN title. Vehicle and 5.5ft bed length otherwise match. Carry-over from cycle 14BD audit — verdict unchanged. Fuzzy score 0.49.
09-18-dodge-ram-1500-6-5-bed-hard-tri-fold-tonneau-cover-243354,"Low Profile Hard Tri Fold Aluminum Truck Bed Tonneau Cover Compatible with 09-18 Dodge Ram 1500/19-24 Classic / 10-18 2500 3500 6.4 Ft (76.3"") Bed",B087L8PNKV,2,NEEDS_REMAP,BED LENGTH NOTATION DISCREPANCY: Handle says 6-5 (6.5ft); ASIN covers 6.4ft (76.3-inch) bed. The Ram 1500 long bed is 6.4ft / 76.3-inch; there is no factory Ram 1500 6.5ft bed — that is an F-150 dimension. Handle slug incorrectly calls this 6.5ft. This is a slug error that will confuse buyers searching for a 6.5ft bed cover (who own F-150s) and may cause returns when a Ram buyer measures 76.3-inch and sees a label saying 6.5ft. Correct handle to 6-4-bed or 76-inch-bed to match ASIN. Reviews confirm 2016 Ram 1500 install with solid fit. Fuzzy score 0.45.
2015-2017-ford-f-150-full-led-projector-headlights-black-amber,"Sequential Black Housing Full LED Tri Projector Headlights Signal Lamps Amber Reflector nb Compatible With 15-17 Ford F150",B08FLYTWBM,2,KEEP,Part type matches (full LED projector headlights / black housing / amber reflector). Vehicle and year range match exactly. Reviews confirm LED headlight install with aiming notes. Carry-over from cycle 14BD audit — verdict unchanged.
2010-2011-toyota-camry-front-grille-chrome-mesh-style,"Chrome Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 10-11 Toyota Camry",B01FTGCVPQ,1,KEEP,Part type matches (chrome mesh front grille). Vehicle and year range match exactly. Review confirms 2010 Camry install. Carry-over from cycle 14BD audit — verdict unchanged.
1994-2003-gmc-sonoma-isuzu-hombre-6-roll-up-tonneau-cover,"Lock & Roll Up Soft Vinyl Truck Bed Tonneau Cover Compatible with 94-03 Chevy S10 GMC S15 Sonoma / 96-00 Isuzu Hombre 6 Ft (72"") Bed",B01FTGD6JQ,1,KEEP,Part type matches (roll-up soft vinyl tonneau cover / 6ft bed). Vehicle and year range match. Handle says GMC Sonoma and Isuzu Hombre — ASIN also covers Chevy S10 which the handle omits but is not a mismatch. Review confirms tight fit on correct platform. Was NEEDS_REMAP in cycle 14BD for LED bundle claim in a different handle; this handle has no LED claim. Fuzzy score 0.53 for this ASIN mapped correctly here.
1994-2002-dodge-ram-1500-2500-3500-horizontal-grille-black,"Glossy Black Horizontal Front Hood Bumper Grill Grille Guard ABS Compatible With 94-01 Dodge Ram 1500/94-02 2500 3500",B01MU350Q0,1,KEEP,Part type matches (horizontal front grille). Vehicle matches. Same 1-year edge on 1500 as the vertical variant — not a different product. Review confirms Ram grille install. Carry-over from cycle 14BD audit — verdict unchanged.
2008-2012-jeep-liberty-class-3-trailer-hitch-black-mpn-13245,"Class 3 III Black 2"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 08-12 Jeep Liberty",B01MXI8MEU,1,KEEP,Part type matches (Class 3 / 2-inch hitch). Vehicle and year range match exactly. Review confirms 2010 Jeep Liberty install with detailed install notes. Carry-over from cycle 14BD audit — verdict unchanged.
2001-2008-honda-pilot-acura-mdx-class-3-trailer-hitch-13328,"Class 3 III Black 2"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 03-08 Honda Pilot / 01-06 Acura MDX",B01N7FTO2D,1,NEEDS_REMAP,YEAR RANGE OVERSTATED IN HANDLE: Handle claims 2001-2008 for both Pilot and MDX. ASIN covers 03-08 Pilot (handle starts 2 years early) and 01-06 MDX (handle ends 2 years late). A 2001-2002 Pilot buyer receives a non-fitting hitch. Part type and vehicle class match. Correct handle year range to 2003-2008 Pilot / 2001-2006 MDX to match ASIN. Carry-over from cycle 14BD audit — verdict unchanged.
2005-2015-toyota-tacoma-bull-guard-w-mesh-skid-plate-matte-black,"Matte Black OE Honeycomb Mesh Front Hood Bumper Grill Grille Guard ABS Compatible With 06 07-09 Toyota Yaris 4 Door Sedan",B071SDM6H5,1,DROP,WRONG VEHICLE: Handle = 2005-2015 Toyota Tacoma bull guard. ASIN = 2006-2009 Toyota Yaris 4-door Sedan grille guard. Tacoma is a mid-size pickup; Yaris is a subcompact sedan. Completely different vehicle class and grille geometry. Review explicitly names Yaris. Zero overlap in vehicle or part geometry. Carry-over from cycle 14BD audit — verdict unchanged. Fuzzy score 0.45.
2011-2016-durango-grand-cherokee-advanced-bull-guard-matte-black,"Stehlen 714937182844 Compatible with 2011-2013 Dodge Durango / 2011-2015 Jeep Grand Cherokee 3"" Studded Mesh Series Bull Bar - Matte Black",B077JJDY3Y,1,NEEDS_REMAP,YEAR RANGE OVERSTATED IN HANDLE: Handle says 2011-2016 for both; ASIN ends 2013 for Durango and 2015 for Grand Cherokee. A 2014-2016 Durango buyer receives a non-fitting bull bar (WD-body Durango changed front fascia). A 2016 Grand Cherokee buyer also receives a wrong-year bull bar (WK2 received a refresh in 2014). Correct handle year range to 2011-2013 Durango / 2011-2015 Grand Cherokee. Review confirms bolt-on install with no cutting on an unspecified year within range. Fuzzy score 0.50.
2004-2008-ford-f-150-front-grille-chrome-vertical-style,"Chrome Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 04-08 Ford F150",B077KKVLPB,1,KEEP,Part type matches (chrome vertical front grille). Vehicle and year range match exactly. Review confirms truck grille install. Carry-over from cycle 14BD audit — verdict unchanged.
2004-2014-ford-f-150-5-5-bed-flush-roll-up-tonneau-cover,"Stehlen 714937188808 Compatible with 2004-2014 Ford F150 / 2006-2008 Lincoln Mark LT 6.5 Feet (78"") Bed Lock and Roll Up Tonneau Cover - Black",B07D6YHSNV,1,NEEDS_REMAP,BED LENGTH MISMATCH IN HANDLE vs ASIN: Handle says 5-5-bed (5.5ft / 66-inch); ASIN covers 6.5ft (78-inch) bed only. Review confirms 2010 F-150 with 6.5ft bed — the ASIN product is a 6.5ft tonneau. A 5.5ft bed F-150 buyer receives a cover 12 inches too long that cannot be clamped. This is P0 bed-length misrouting. Correct handle slug to 6-5-bed or swap ASIN to the 5.5ft variant. Fuzzy score 0.51.
04-09-toyota-highlander-lexus-rx-class-3-trailer-hitch-black,"Class 1 I Black 1.25"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 04-09 Toyota Prius",B07JKLQPGL,1,DROP,TRIPLE MISMATCH — WRONG CLASS + WRONG VEHICLE + WRONG RECEIVER SIZE: Handle = Highlander/Lexus RX Class 3 (2-inch). ASIN = Toyota Prius Class 1 (1.25-inch). Class 1 cannot accept Class 2/3 accessories. Prius is a compact hybrid; Highlander/RX are mid-size SUVs with different frame geometry. Review confirms Prius bike-rack install. Carry-over from cycle 14BD audit — verdict unchanged. Fuzzy score 0.53.
2017-2022-ford-super-duty-crew-cab-5-steel-side-step-bars-black,"5"" Oval Black Side Step Nerf Bars Rail Running Boards Compatible with 15-22 Ford F150 SuperCrew / 17-22 F250 F350 F450 F550 Superduty Crew Cab",B07JR9DQS5,1,KEEP,Part type matches (5-inch oval nerf bars / black). Handle focuses on 2017-2022 Super Duty Crew Cab; ASIN also covers 2015-2022 F-150 SuperCrew which handle omits — not a fitment mismatch, just a narrower handle scope. Step size (5-inch) matches handle slug. ASIN is the correct 5-inch product — different from B0832K18QL (4-inch) which was previously misrouted to this handle in cycle 14BD. Pass 6 correctly remapped to B07JR9DQS5. Review confirms F-350 DRW install with honest bracket-height note. NOTE: The old cycle 14BD audit had a NEEDS_REMAP verdict for this handle due to the 4-inch vs 5-inch mismatch; that is now resolved in pass 6. However the review was written about B07JR9DQS5 so no cross-ASIN bleed on this entry.
2010-2018-ram-dodge-2500-3500-advanced-series-bull-guard-texture-black,"Stehlen 733469492832 Compatible with 2010-2018 Dodge Ram 2500/3500 Advance Series Bull Bar - Textured Black",B07L7XJ67Q,1,KEEP,Part type matches (advance series bull bar / textured black). Vehicle and year range match exactly. Stehlen part number confirms SKU. Review confirms truck fitment with paint chip complaint (quality not fitment). Fuzzy score 0.59.
2003-2006-ford-expedition-vertical-style-front-grille-black-abs,"Glossy Black Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 03-06 Ford Expedition",B07LC1GGNX,1,KEEP,Part type matches (vertical front grille). Vehicle and year range match exactly. Review confirms Expedition install. Carry-over from cycle 14BD audit — verdict unchanged.
1998-2002-honda-accord-coupe-front-grill-grille-black,"Glossy Black Vertical Front Hood Bumper Grill Grille Guard ABS Compatible With 98-02 Lincoln Navigator / 2002 Blackwood",B07LC1H1QM,1,DROP,WRONG VEHICLE: Handle = 1998-2002 Honda Accord Coupe front grille. ASIN = 1998-2002 Lincoln Navigator / 2002 Blackwood vertical grille. Honda Accord is a mid-size sedan; Lincoln Navigator is a full-size body-on-frame SUV. Completely different grille geometry and clip pattern. The review says Fits perfect but the reviewer name (Joanna Leese) gave no vehicle context — the review cannot validate Navigator vs Accord fitment and may have been written for a different product entirely. Zero overlap in vehicle application. Fuzzy score 0.43.
2005-2022-toyota-tacoma-oe-style-running-boards-matte-black,"in Channel Classic Style Smoke Window Visors Deflector Vent Shade Guard 4 Pieces Compatible with 05-15 Toyota Tacoma Double (Crew) Cab",B07M65DPSY,2,DROP,WRONG PART TYPE: Handle = OE-style running boards. ASIN = in-channel smoke window visors / vent shade guard. Running boards and window visors are completely different product categories with different attachment points, materials, and price points. Additionally ASIN covers 05-15 Tacoma while handle extends to 2022 — a 3rd-gen Tacoma (2016+) buyer would receive neither running boards nor the correct visor. Cross-ASIN photo bleed confirmed: review RO7A0FBFDVQZA image prefixed B08QZ4J46C (different ASIN). Fuzzy score 0.45.
04-07-chrysler-town-country-class-3-trailer-hitch-ball-mount-curt,"Class 3 III Black 2"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 04-07 Dodge Caravan/Grand Caravan/Chrysler Town & Country with Stow-n-Go",B07MKDRXWX,1,NEEDS_REMAP,BRAND SLUG + SCOPE MISMATCH: Handle slug says curt — B07MKDRXWX is not a Curt-branded product (ASIN title uses no brand name; Stehlen SKU pattern not present either — possible third-party ASIN). Handle scope is Town & Country only; ASIN covers Dodge Caravan and Grand Caravan too. Part type (Class 3 / 2-inch) and Town & Country vehicle match. Review describes grinding required for install — possible Stow-n-Go sub-model compatibility issue (Caravan/T&C with Stow-n-Go have rear floor cutouts that affect hitch clearance). Remove curt from slug and verify ASIN brand ownership before publishing Stehlen reviews against it.
2006-2018-toyota-rav4-1-25-trailer-hitch-receiver-class-2,"Class 1 I Black 1.25"" Receiver Tube Rear Bumper Trailer Tow Hitch Towing Mount Compatible with 06-13 Lexus IS250 / IS350 / 06-11 GS300 / GS430 / GS350",B07MKDT93Q,1,DROP,WRONG VEHICLE: Handle = 2006-2018 Toyota RAV4 1.25-inch Class 2 hitch. ASIN = Lexus IS250/IS350/GS300/GS430/GS350 Class 1 hitch. RAV4 is a mid-size crossover SUV; Lexus IS/GS are rear-wheel-drive sport sedans — completely different frame geometry. Also handle says Class 2 while ASIN is Class 1. Review describes Lexus-specific step-down bolt threads — no relevance to RAV4. Fuzzy score 0.42.
2003-2009-toyota-4runner-lexus-gx470-bull-guard-matte-black,"Matte Black AVT Style Aluminum LED Light Bull Bar Brush Push Front Bumper Grill Grille Guard with Skid Plate Compatible with 03-09 Toyota 4Runner / Lexus GX470",B07MTTM348,1,KEEP,Part type matches (aluminum LED bull bar with skid plate / matte black). Vehicle and year range match exactly. Review confirms 4Runner install with honest quality note (thin material / wrong nuts). Fuzzy score 0.61.
2010-2018-ram-2500-3500-4500-5500-big-horn-style-chrome-grille,"Chrome Big Horn Style Horizontal Front Hood Bumper Grill Grille Guard ABS With Shell Compatible With 10-18 Dodge Ram 2500/3500 / 4500/5500",B07NPCT7WH,1,KEEP,Part type matches (chrome Big Horn style horizontal grille). Vehicle and year range match exactly. Review confirms 3500 install noting the included instructions were for 1500 spec — not a fitment defect but an install-guide data gap. New handle not in cycle 14BD audit.
2010-2024-toyota-4runner-bull-guard-w-led-light-bar-matte-black-1,"Stehlen 733469493495 Compatible with 2010-2024 Toyota 4Runner Advance Series Aluminum LED Bull Bar - Matte Black",B07P32H1B7,1,KEEP,Part type matches (aluminum LED bull bar / matte black). Vehicle and year range match exactly. Stehlen part number confirms SKU. Review confirms 4Runner install with honest sensor-interference note. Fuzzy score 0.63. Carry-over from cycle 14BD audit — verdict unchanged.
2015-2023-ford-f-150-f-250-f-350-underseat-storage-organizer-box,"Stehlen 733469494522 Compatible With 2015-2022 Ford F150 / 2017-2022 F250 F350 F450 F550 Superduty SuperCrew (Crew) Cab Gearbox Underseat Storage Cargo Organizer Box - Textured Black",B07PH2HQYQ,1,NEEDS_REMAP,HANDLE YEAR OVERSTATED: Handle extends to 2023 for F-150 and F-250/F-350; ASIN ends 2022 for both. The 14th-gen F-150 (2021+) has different cab floor geometry than 13th-gen; it is not confirmed that this organizer fits 2023 F-150. ASIN explicitly ends 2022. Stehlen part number confirms SKU. Review confirms 2020 F-150 SuperCrew install. Correct handle year to 2022 to match ASIN scope. Carry-over from cycle 14BD audit — verdict unchanged.
